id,abstract
18043,"  We investigate the constraints on the sum of neutrino masses ($\Sigma m_\nu$)
using the most recent cosmological data, which combines the distance
measurement from baryonic acoustic oscillation in the extended Baryon
Oscillation Spectroscopic Survey DR14 quasar sample with the power spectra of
temperature and polarization anisotropies in the cosmic microwave background
from the Planck 2015 data release. We also use other low-redshift observations
including the baryonic acoustic oscillation at relatively low redshifts, the
supernovae of type Ia and the local measurement of Hubble constant. In the
standard cosmological constant $\Lambda$ cold dark matter plus massive neutrino
model, we obtain the $95\%$ \acl{CL} upper limit to be $\Sigma
m_\nu<0.129~\mathrm{eV}$ for the degenerate mass hierarchy, $\Sigma
m_{\nu}<0.159~\mathrm{eV}$ for the normal mass hierarchy, and $\Sigma
m_{\nu}<0.189~\mathrm{eV}$ for the inverted mass hierarchy. Based on Bayesian
evidence, we find that the degenerate hierarchy is positively supported, and
the current data combination can not distinguish normal and inverted
hierarchies. Assuming the degenerate mass hierarchy, we extend our study to
non-standard cosmological models including the generic dark energy, the spatial
curvature, and the extra relativistic degrees of freedom, respectively, but
find these models not favored by the data.
"
19571,"  Complex Finsler vector bundles have been studied mainly by T. Aikou, who
defined complex Finsler structures on holomorphic vector bundles. In this
paper, we consider the more general case of a holomorphic Lie algebroid E and
we introduce Finsler structures, partial and Chern-Finsler connections on it.
First, we recall some basic notions on holomorphic Lie algebroids. Then, using
an idea from E. Martinez, we introduce the concept of complexified prolongation
of such an algebroid. Also, we study nonlinear and linear connections on the
tangent bundle of E and on the prolongation of E and we investigate the
relation between their coefficients. The analogue of the classical
Chern-Finsler connection is defined and studied in the paper for the case of
the holomorphic Lie algebroid.
"
9848,"  Automatic differentiation (AD) is an essential primitive for machine learning
programming systems. Tangent is a new library that performs AD using source
code transformation (SCT) in Python. It takes numeric functions written in a
syntactic subset of Python and NumPy as input, and generates new Python
functions which calculate a derivative. This approach to automatic
differentiation is different from existing packages popular in machine
learning, such as TensorFlow and Autograd. Advantages are that Tangent
generates gradient code in Python which is readable by the user, easy to
understand and debug, and has no runtime overhead. Tangent also introduces
abstractions for easily injecting logic into the generated gradient code,
further improving usability.
"
6217,"  Summarizes recent work on the wakefields and impedances of flat, metallic
plates with small corrugations
"
19000,"  As a living information and communications system, the genome encodes
patterns in single nucleotide polymorphisms (SNPs) reflecting human adaption
that optimizes population survival in differing environments. This paper
mathematically models environmentally induced adaptive forces that quantify
changes in the distribution of SNP frequencies between populations. We make
direct connections between biophysical methods (e.g. minimizing genomic free
energy) and concepts in population genetics. Our unbiased computer program
scanned a large set of SNPs in the major histocompatibility complex region, and
flagged an altitude dependency on a SNP associated with response to oxygen
deprivation. The statistical power of our double-blind approach is demonstrated
in the flagging of mathematical functional correlations of SNP
information-based potentials in multiple populations with specific
environmental parameters. Furthermore, our approach provides insights for new
discoveries on the biology of common variants. This paper demonstrates the
power of biophysical modeling of population diversity for better understanding
genome-environment interactions in biological phenomenon.
"
14338,"  In this paper, we present a number of robust methodologies for an underwater
robot to visually detect, follow, and interact with a diver for collaborative
task execution. We design and develop two autonomous diver-following
algorithms, the first of which utilizes both spatial- and frequency-domain
features pertaining to human swimming patterns in order to visually track a
diver. The second algorithm uses a convolutional neural network-based model for
robust tracking-by-detection. In addition, we propose a hand gesture-based
human-robot communication framework that is syntactically simpler and
computationally more efficient than the existing grammar-based frameworks. In
the proposed interaction framework, deep visual detectors are used to provide
accurate hand gesture recognition; subsequently, a finite-state machine
performs robust and efficient gesture-to-instruction mapping. The
distinguishing feature of this framework is that it can be easily adopted by
divers for communicating with underwater robots without using artificial
markers or requiring memorization of complex language rules. Furthermore, we
validate the performance and effectiveness of the proposed methodologies
through extensive field experiments in closed- and open-water environments.
Finally, we perform a user interaction study to demonstrate the usability
benefits of our proposed interaction framework compared to existing methods.
"
1894,"  This paper introduces the combinatorial Boolean model (CBM), which is defined
as the class of linear combinations of conjunctions of Boolean attributes. This
paper addresses the issue of learning CBM from labeled data. CBM is of high
knowledge interpretability but naïve learning of it requires exponentially
large computation time with respect to data dimension and sample size. To
overcome this computational difficulty, we propose an algorithm GRAB (GRAfting
for Boolean datasets), which efficiently learns CBM within the
$L_1$-regularized loss minimization framework. The key idea of GRAB is to
reduce the loss minimization problem to the weighted frequent itemset mining,
in which frequent patterns are efficiently computable. We employ benchmark
datasets to empirically demonstrate that GRAB is effective in terms of
computational efficiency, prediction accuracy and knowledge discovery.
"
6574,"  We study the estimation of the covariance matrix $\Sigma$ of a
$p$-dimensional normal random vector based on $n$ independent observations
corrupted by additive noise. Only a general nonparametric assumption is imposed
on the distribution of the noise without any sparsity constraint on its
covariance matrix. In this high-dimensional semiparametric deconvolution
problem, we propose spectral thresholding estimators that are adaptive to the
sparsity of $\Sigma$. We establish an oracle inequality for these estimators
under model miss-specification and derive non-asymptotic minimax convergence
rates that are shown to be logarithmic in $n/\log p$. We also discuss the
estimation of low-rank matrices based on indirect observations as well as the
generalization to elliptical distributions. The finite sample performance of
the threshold estimators is illustrated in a numerical example.
"
20329,"  How do you learn to navigate an Unmanned Aerial Vehicle (UAV) and avoid
obstacles? One approach is to use a small dataset collected by human experts:
however, high capacity learning algorithms tend to overfit when trained with
little data. An alternative is to use simulation. But the gap between
simulation and real world remains large especially for perception problems. The
reason most research avoids using large-scale real data is the fear of crashes!
In this paper, we propose to bite the bullet and collect a dataset of crashes
itself! We build a drone whose sole purpose is to crash into objects: it
samples naive trajectories and crashes into random objects. We crash our drone
11,500 times to create one of the biggest UAV crash dataset. This dataset
captures the different ways in which a UAV can crash. We use all this negative
flying data in conjunction with positive data sampled from the same
trajectories to learn a simple yet powerful policy for UAV navigation. We show
that this simple self-supervised model is quite effective in navigating the UAV
even in extremely cluttered environments with dynamic obstacles including
humans. For supplementary video see: this https URL
"
1676,"  In a general linear model, this paper derives a necessary and sufficient
condition under which two general ridge estimators coincide with each other.
The condition is given as a structure of the dispersion matrix of the error
term. Since the class of estimators considered here contains linear unbiased
estimators such as the ordinary least squares estimator and the best linear
unbiased estimator, our result can be viewed as a generalization of the
well-known theorems on the equality between these two estimators, which have
been fully studied in the literature. Two related problems are also considered:
equality between two residual sums of squares, and classification of dispersion
matrices by a perturbation approach.
"
4839,"  We derive the second order rates of joint source-channel coding, whose source
obeys an irreducible and ergodic Markov process when the channel is a discrete
memoryless, while a previous study solved it only in a special case. We also
compare the joint source-channel scheme with the separation scheme in the
second order regime while a previous study made a notable comparison only with
numerical calculation. To make these two notable progress, we introduce two
kinds of new distribution families, switched Gaussian convolution distribution
and *-product distribution, which are defined by modifying the Gaussian
distribution.
"
17941,"  In this paper we consider the Dvali and Gómez assumption that the end state
of a gravitational collapse is a Bose-Einstein condensate of gravitons. We then
construct the two Gross-Pitaevskii equations for a static and spherically
symmetric configuration of the condensate. These two equations correspond to
the constrained minimisation of the gravitational Hamiltonian with respect to
the redshift and the Newtonian potential, per given number of gravitons. We
find that the effective geometry of the condensate is the one of a gravastar (a
DeSitter star) with a sub-Planckian cosmological constant, for masses larger
than the Planck scale. Thus, a condensate corresponding to a semiclassical
black hole, is always quantum and weakly coupled. Finally, we obtain that the
boundary of our gravastar, although it is not the location of a horizon,
corresponds to the Schwarzschild radius.
"
15953,"  Generative modeling of high dimensional data like images is a notoriously
difficult and ill-defined problem. In particular, how to evaluate a learned
generative model is unclear. In this position paper, we argue that adversarial
learning, pioneered with generative adversarial networks (GANs), provides an
interesting framework to implicitly define more meaningful task losses for
generative modeling tasks, such as for generating ""visually realistic"" images.
We refer to those task losses as parametric adversarial divergences and we give
two main reasons why we think parametric divergences are good learning
objectives for generative modeling. Additionally, we unify the processes of
choosing a good structured loss (in structured prediction) and choosing a
discriminator architecture (in generative modeling) using statistical decision
theory; we are then able to formalize and quantify the intuition that ""weaker""
losses are easier to learn from, in a specific setting. Finally, we propose two
new challenging tasks to evaluate parametric and nonparametric divergences: a
qualitative task of generating very high-resolution digits, and a quantitative
task of learning data that satisfies high-level algebraic constraints. We use
two common divergences to train a generator and show that the parametric
divergence outperforms the nonparametric divergence on both the qualitative and
the quantitative task.
"
13436,"  We propose a novel approach to parameter estimation for simulator-based
statistical models with intractable likelihood. Our proposed method involves
recursive application of kernel ABC and kernel herding to the same observed
data. We provide a theoretical explanation regarding why the approach works,
showing (for the population setting) that, under a certain assumption, point
estimates obtained with this method converge to the true parameter, as
recursion proceeds. We have conducted a variety of numerical experiments,
including parameter estimation for a real-world pedestrian flow simulator, and
show that in most cases our method outperforms existing approaches.
"
11488,"  Technological developments call for increasing perception and action
capabilities of robots. Among other skills, vision systems that can adapt to
any possible change in the working conditions are needed. Since these
conditions are unpredictable, we need benchmarks which allow to assess the
generalization and robustness capabilities of our visual recognition
algorithms. In this work we focus on robotic kitting in unconstrained
scenarios. As a first contribution, we present a new visual dataset for the
kitting task. Differently from standard object recognition datasets, we provide
images of the same objects acquired under various conditions where camera,
illumination and background are changed. This novel dataset allows for testing
the robustness of robot visual recognition algorithms to a series of different
domain shifts both in isolation and unified. Our second contribution is a novel
online adaptation algorithm for deep models, based on batch-normalization
layers, which allows to continuously adapt a model to the current working
conditions. Differently from standard domain adaptation algorithms, it does not
require any image from the target domain at training time. We benchmark the
performance of the algorithm on the proposed dataset, showing its capability to
fill the gap between the performances of a standard architecture and its
counterpart adapted offline to the given target domain.
"
10969,"  This article develops a framework for testing general hypothesis in
high-dimensional models where the number of variables may far exceed the number
of observations. Existing literature has considered less than a handful of
hypotheses, such as testing individual coordinates of the model parameter.
However, the problem of testing general and complex hypotheses remains widely
open. We propose a new inference method developed around the hypothesis
adaptive projection pursuit framework, which solves the testing problems in the
most general case. The proposed inference is centered around a new class of
estimators defined as $l_1$ projection of the initial guess of the unknown onto
the space defined by the null. This projection automatically takes into account
the structure of the null hypothesis and allows us to study formal inference
for a number of long-standing problems. For example, we can directly conduct
inference on the sparsity level of the model parameters and the minimum signal
strength. This is especially significant given the fact that the former is a
fundamental condition underlying most of the theoretical development in
high-dimensional statistics, while the latter is a key condition used to
establish variable selection properties. Moreover, the proposed method is
asymptotically exact and has satisfactory power properties for testing very
general functionals of the high-dimensional parameters. The simulation studies
lend further support to our theoretical claims and additionally show excellent
finite-sample size and power properties of the proposed test.
"
4054,"  Deep neural networks (DNN) excel at extracting patterns. Through
representation learning and automated feature engineering on large datasets,
such models have been highly successful in computer vision and natural language
applications. Designing optimal network architectures from a principled or
rational approach however has been less than successful, with the best
successful approaches utilizing an additional machine learning algorithm to
tune the network hyperparameters. However, in many technical fields, there
exist established domain knowledge and understanding about the subject matter.
In this work, we develop a novel furcated neural network architecture that
utilizes domain knowledge as high-level design principles of the network. We
demonstrate proof-of-concept by developing IL-Net, a furcated network for
predicting the properties of ionic liquids, which is a class of complex
multi-chemicals entities. Compared to existing state-of-the-art approaches, we
show that furcated networks can improve model accuracy by approximately 20-35%,
without using additional labeled data. Lastly, we distill two key design
principles for furcated networks that can be adapted to other domains.
"
1715,"  Let $\Omega$ be an unbounded domain in $\mathbb{R}\times\mathbb{R}^{d}.$ A
positive harmonic function $u$ on $\Omega$ that vanishes on the boundary of
$\Omega$ is called a Martin function. In this note, we show that, when $\Omega$
is convex, the superlevel sets of a Martin function are also convex. As a
consequence we obtain that if in addition $\Omega$ is symmetric, then the
maximum of any Martin function along a slice $\Omega\cap
(\{t\}\times\mathbb{R}^d)$ is attained at $(t,0).$
"
2499,"  This Perspective provides examples of current and future applications of deep
learning in pharmacogenomics, including: (1) identification of novel regulatory
variants located in noncoding domains and their function as applied to
pharmacoepigenomics; (2) patient stratification from medical records; and (3)
prediction of drugs, targets, and their interactions. Deep learning
encapsulates a family of machine learning algorithms that over the last decade
has transformed many important subfields of artificial intelligence (AI) and
has demonstrated breakthrough performance improvements on a wide range of tasks
in biomedicine. We anticipate that in the future deep learning will be widely
used to predict personalized drug response and optimize medication selection
and dosing, using knowledge extracted from large and complex molecular,
epidemiological, clinical, and demographic datasets.
"
15796,"  User-based Collaborative Filtering (CF) is one of the most popular approaches
to create recommender systems. This approach is based on finding the most
relevant k users from whose rating history we can extract items to recommend.
CF, however, suffers from data sparsity and the cold-start problem since users
often rate only a small fraction of available items. One solution is to
incorporate additional information into the recommendation process such as
explicit trust scores that are assigned by users to others or implicit trust
relationships that result from social connections between users. Such
relationships typically form a very sparse trust network, which can be utilized
to generate recommendations for users based on people they trust. In our work,
we explore the use of a measure from network science, i.e. regular equivalence,
applied to a trust network to generate a similarity matrix that is used to
select the k-nearest neighbors for recommending items. We evaluate our approach
on Epinions and we find that we can outperform related methods for tackling
cold-start users in terms of recommendation accuracy.
"
9008,"  The ANAIS experiment aims at the confirmation of the DAMA/LIBRA signal at the
Canfranc Underground Laboratory (LSC). Several 12.5 kg NaI(Tl) modules produced
by Alpha Spectra Inc. have been operated there during the last years in various
set-ups; an outstanding light collection at the level of 15 photoelectrons per
keV, which allows triggering at 1 keV of visible energy, has been measured for
all of them and a complete characterization of their background has been
achieved. In the first months of 2017, the full ANAIS-112 set-up consisting of
nine Alpha Spectra detectors with a total mass of 112.5 kg was commissioned at
LSC and the first dark matter run started in August, 2017. Here, the latest
results on the detectors performance and measured background from the
commissioning run will be presented and the sensitivity prospects of the
ANAIS-112 experiment will be discussed.
"
11438,"  We investigate the dynamics of a coupled waveguide system with competing
linear and nonlinear loss-gain profiles which can facilitate power saturation.
We show the usefulness of the model in achieving unidirectional beam
propagation. In this regard, the considered type of coupled waveguide system
has two drawbacks, (i) difficulty in achieving perfect isolation of light in a
waveguide and (ii) existence of blow-up type behavior for certain input power
situations. We here show a nonlinear $\cal{PT}$ symmetric coupling that helps
to overcome these two drawbacks. Such a nonlinear coupling has close connection
with the phenomenon of stimulated Raman scattering. In particular, we have
elucidated the role of this nonlinear coupling using an integrable $\cal{PT}$
symmetric situation. In particular, using the integrals of motion, we have
reduced this coupled waveguide problem to the problem of dynamics of a particle
in a potential. With the latter picture, we have clearly illustrated the role
of the considered nonlinear coupling. The above $\cal{PT}$ symmetric case
corresponds to a limiting form of a general equation describing the phenomenon
of stimulated Raman scattering. We also point out the ability to transport
light unidirectionally even in this general case.
"
11620,"  This paper introduces a new free library for the Python programming language,
which provides a collection of structured linear transforms, that are not
represented as explicit two dimensional arrays but in a more efficient way by
exploiting the structural knowledge.
This allows fast and memory savy forward and backward transformations while
also provding a clean but still flexible interface to these effcient
algorithms, thus making code more readable, scable and adaptable.
We first outline the goals of this library, then how they were achieved and
lastly we demonstrate the performance compared to current state of the art
packages available for Python.
This library is released and distributed under a free license.
"
3429,"  A new majority and minority voted redundancy (MMR) scheme is proposed that
can provide the same degree of fault tolerance as N-modular redundancy (NMR)
but with fewer function units and a less sophisticated voting logic. Example
NMR and MMR circuits were implemented using a 32/28nm CMOS process and
compared. The results show that MMR circuits dissipate less power, occupy less
area, and encounter less critical path delay than the corresponding NMR
circuits while providing the same degree of fault tolerance. Hence the MMR is a
promising alternative to the NMR to efficiently implement high levels of
redundancy in safety-critical applications.
"
13086,"  Backscatter of electrons from a beta spectrometer, with incomplete energy
deposition, can lead to undesirable effects in many types of experiments. We
present and discuss the design and operation of a backscatter-suppressed beta
spectrometer that was developed as part of a program to measure the
electron-antineutrino correlation coefficient in neutron beta decay (aCORN). An
array of backscatter veto detectors surrounds a plastic scintillator beta
energy detector. The spectrometer contains an axial magnetic field gradient, so
electrons are efficiently admitted but have a low probability for escaping back
through the entrance after backscattering. The design, construction,
calibration, and performance of the spectrometer are discussed.
"
1114,"  Polarized extinction and emission from dust in the interstellar medium (ISM)
are hard to interpret, as they have a complex dependence on dust optical
properties, grain alignment and magnetic field orientation. This is
particularly true in molecular clouds. The data available today are not yet
used to their full potential.
The combination of emission and extinction, in particular, provides
information not available from either of them alone. We combine data from the
scientific literature on polarized dust extinction with Planck data on
polarized emission and we use them to constrain the possible variations in dust
and environmental conditions inside molecular clouds, and especially
translucent lines of sight, taking into account magnetic field orientation.
We focus on the dependence between \lambda_max -- the wavelength of maximum
polarization in extinction -- and other observables such as the extinction
polarization, the emission polarization and the ratio of the two. We set out to
reproduce these correlations using Monte-Carlo simulations where the relevant
quantities in a dust model -- grain alignment, size distribution and magnetic
field orientation -- vary to mimic the diverse conditions expected inside
molecular clouds.
None of the quantities chosen can explain the observational data on its own:
the best results are obtained when all quantities vary significantly across and
within clouds. However, some of the data -- most notably the stars with low
emission-to-extinction polarization ratio -- are not reproduced by our
simulation. Our results suggest not only that dust evolution is necessary to
explain polarization in molecular clouds, but that a simple change in size
distribution is not sufficient to explain the data, and point the way for
future and more sophisticated models.
"
14614,"  The classification of time series data is a challenge common to all
data-driven fields. However, there is no agreement about which are the most
efficient techniques to group unlabeled time-ordered data. This is because a
successful classification of time series patterns depends on the goal and the
domain of interest, i.e. it is application-dependent.
In this article, we study free-to-play game data. In this domain, clustering
similar time series information is increasingly important due to the large
amount of data collected by current mobile and web applications. We evaluate
which methods cluster accurately time series of mobile games, focusing on
player behavior data. We identify and validate several aspects of the
clustering: the similarity measures and the representation techniques to reduce
the high dimensionality of time series. As a robustness test, we compare
various temporal datasets of player activity from two free-to-play video-games.
With these techniques we extract temporal patterns of player behavior
relevant for the evaluation of game events and game-business diagnosis. Our
experiments provide intuitive visualizations to validate the results of the
clustering and to determine the optimal number of clusters. Additionally, we
assess the common characteristics of the players belonging to the same group.
This study allows us to improve the understanding of player dynamics and churn
behavior.
"
1444,"  We investigate the magnetic properties of the multiferroic quantum-spin
system LiCu$_2$O$_2$ by electron spin resonance (ESR) measurements at $X$- and
$Q$-band frequencies in a wide temperature range $(T_{\rm N1} \leq T \leq
300$\,K). The observed anisotropies of the $g$ tensor and the ESR linewidth in
untwinned single crystals result from the crystal-electric field and from local
exchange geometries acting on the magnetic Cu$^{2+}$ ions in the zigzag-ladder
like structure of LiCu$_2$O$_2$. Supported by a microscopic analysis of the
exchange paths involved, we show that both the symmetric anisotropic exchange
interaction and the antisymmetric Dzyaloshinskii-Moriya interaction provide the
dominant spin-spin relaxation channels in this material.
"
11959,"  This research investigates the implementation mechanism of block-wise ILU(k)
preconditioner on GPU. The block-wise ILU(k) algorithm requires both the level
k and the block size to be designed as variables. A decoupled ILU(k) algorithm
consists of a symbolic phase and a factorization phase. In the symbolic phase,
a ILU(k) nonzero pattern is established from the point-wise structure extracted
from a block-wise matrix. In the factorization phase, the block-wise matrix
with a variable block size is factorized into a block lower triangular matrix
and a block upper triangular matrix. And a further diagonal factorization is
required to perform on the block upper triangular matrix for adapting a
parallel triangular solver on GPU.We also present the numerical experiments to
study the preconditioner actions on different k levels and block sizes.
"
17790,"  This document outlines the approach to supporting cross-node transactions
over a Redis cluster.
"
7406,"  A loop-augmented forest is a labeled rooted forest with loops on some of its
roots. By exploiting an interplay between nilpotent partial functions and
labeled rooted forests, we investigate the permutation action of the symmetric
group on loop-augmented forests. Furthermore, we describe an extension of the
Foulkes' conjecture and prove a special case. Among other important outcomes of
our analysis are a complete description of the stabilizer subgroup of an
idempotent in the semigroup of partial transformations and a generalization of
the (Knuth-Sagan) hook length formula.
"
10891,"  We propose hMDAP, a hybrid framework for large-scale data analytical
processing on Spark, to support multi-paradigm process (incl. OLAP, machine
learning, and graph analysis etc.) in distributed environments. The framework
features a three-layer data process module and a business process module which
controls the former. We will demonstrate the strength of hMDAP by using traffic
scenarios in a real world.
"
7496,"  If the topological insulator Bi$_{2}$Se$_{3}$ is doped with electrons,
superconductivity with $T_{\rm c}\approx3-4\:{\rm K}$ emerges for a low
density of carriers ($n\approx10^{20}{\rm cm}^{-3}$) and with a small ratio of
the superconducting coherence length and Fermi wave length:
$\xi/\lambda_{F}\approx2\cdots4$. These values make fluctuations of the
superconducting order parameter increasingly important, to the extend that the
$T_{c}$-value is surprisingly large. Strong spin-orbit interaction led to the
proposal of an odd-parity pairing state. This begs the question of the nature
of the transition in an unconventional superconductor with strong pairing
fluctuations. We show that for a multi-component order parameter, these
fluctuations give rise to a nematic phase at $T_{\rm nem}>T_{c}$. Below
$T_{c}$ several experiments demonstrated a rotational symmetry breaking where
the Cooper pair wave function is locked to the lattice. Our theory shows that
this rotational symmetry breaking, as vestige of the superconducting state,
already occurs above $T_{c}$. The nematic phase is characterized by vanishing
off-diagonal long range order, yet with anisotropic superconducting
fluctuations. It can be identified through direction-dependent
para-conductivity, lattice softening, and an enhanced Raman response in the
$E_{g}$ symmetry channel. In addition, nematic order partially avoids the usual
fluctuation suppression of $T_{c}$.
"
11314,"  In this paper, we discuss the generalized Hamming weights of a class of
linear codes associated with non-degenerate quadratic forms. In order to do so,
we study the quadratic forms over subspaces of finite field and obtain some
interesting results about subspaces and their dual spaces. On this basis, we
solve all the generalized Hamming weights of these linear codes.
"
16905,"  We show that the smallest non-abelian quotient of $\mathrm{Aut}(F_n)$ is
$\mathrm{PSL}_n(\mathbb{Z}/2\mathbb{Z}) = \mathrm{L}_n(2)$, thus confirming a
conjecture of Mecchia--Zimmermann. In the course of the proof we give an
exponential (in $n$) lower bound for the cardinality of a set on which
$\mathrm{SAut}(F_n)$, the unique index $2$ subgroup of $\mathrm{Aut}(F_n)$, can
act non-trivially. We also offer new results on the representation theory of
$\mathrm{SAut(F_n)}$ in small dimensions over small, positive characteristics,
and on rigidity of maps from $\mathrm{SAut}(F_n)$ to finite groups of Lie type
and algebraic groups in characteristic $2$.
"
12714,"  Consider a quadratic vector field on $\mathbb{C}^2$ having an invariant line
at infinity and isolated singularities only. We define the extended spectra of
singularities to be the collection of the spectra of the linearization matrices
of each of the singular points over the affine part, together with all the
characteristic numbers (i.e. Camacho-Sad indices) at infinity. This collection
consists of 11 complex numbers, and is invariant under affine equivalence of
vector fields.
In this paper we describe all polynomial relations among these numbers. There
are 5 independent polynomial relations; four of them follow from the
Euler-Jacobi, the Baum-Bott and the Camacho-Sad index theorems, and are well
known. The fifth relation was, until now, completely unknown. We provide an
explicit formula for the missing 5th relation, discuss it's meaning and prove
that it cannot be formulated as an index theorem.
"
13963,"  We show that 2-dimensional systolic complexes are quasi-isometric to quadric
complexes with flat intervals. We use this fact along with the weight function
of Brodzki, Campbell, Guentner, Niblo and Wright to prove that 2-dimensional
systolic complexes satisfy Property A.
"
2618,"  We establish four supercongruences between truncated ${}_3F_2$ hypergeometric
series involving $p$-adic Gamma functions, which extend some of the
Rodriguez-Villegas supercongruences.
"
5325,"  Sparsity of the solution of a linear regression model is a common
requirement, and many prior distributions have been designed for this purpose.
A combination of the sparsity requirement with smoothness of the solution is
also common in application, however, with considerably fewer existing prior
models. In this paper, we compare two prior structures, the Bayesian fused
lasso (BFL) and least-squares with adaptive prior covariance matrix (LS-APC).
Since only variational solution was published for the latter, we derive a Gibbs
sampling algorithm for its inference and Bayesian model selection. The method
is designed for high dimensional problems, therefore, we discuss numerical
issues associated with evaluation of the posterior. In simulation, we show that
the LS-APC prior achieves results comparable to that of the Bayesian Fused
Lasso for piecewise constant parameter and outperforms the BFL for parameters
of more general shapes. Another advantage of the LS-APC priors is revealed in
real application to estimation of the release profile of the European Tracer
Experiment (ETEX). Specifically, the LS-APC model provides more conservative
uncertainty bounds when the regressor matrix is not informative.
"
17577,"  Let $q$ be a prime power of a prime $p$, $n$ a positive integer and $\mathbb
F_{q^n}$ the finite field with $q^n$ elements. The $k-$normal elements over
finite fields were introduced and characterized by Huczynska et al (2013).
Under the condition that $n$ is not divisible by $p$, they obtained an
existence result on primitive $1-$normal elements of $\mathbb F_{q^n}$ over
$\mathbb F_q$ for $q>2$. In this note, we extend their result to the excluded
case $q=2$.
"
14517,"  Biological organisms have to cope with stochastic variations in both the
external environment and the internal population dynamics. Theoretical studies
and laboratory experiments suggest that population diversification could be an
effective bet-hedging strategy for adaptation to varying environments. Here we
show that bet-hedging can also be effective against demographic fluctuations
that pose a trade-off between growth and survival for populations even in a
constant environment. A species can maximize its overall abundance in the long
term by diversifying into coexisting subpopulations of both ""fast-growing"" and
""better-surviving"" individuals. Our model generalizes statistical physics
models of birth-death processes to incorporate dispersal, during which new
populations are founded, and can further incorporate variations of local
environments. In this way we unify different bet-hedging strategies against
demographic and environmental variations as a general means of adaptation to
both types of uncertainties in population growth.
"
11994,"  Automatic question-answering is a classical problem in natural language
processing, which aims at designing systems that can automatically answer a
question, in the same way as human does. In this work, we propose a deep
learning based model for automatic question-answering. First the questions and
answers are embedded using neural probabilistic modeling. Then a deep
similarity neural network is trained to find the similarity score of a pair of
answer and question. Then for each question, the best answer is found as the
one with the highest similarity score. We first train this model on a
large-scale public question-answering database, and then fine-tune it to
transfer to the customer-care chat data. We have also tested our framework on a
public question-answering database and achieved very good performance.
"
9862,"  The concept of a $\Gamma$-semigroup has been introduced by Mridul Kanti Sen
in the Int. Symp., New Delhi, 1981. It is well known that the Green's relations
play an essential role in studying the structure of semigroups. In the present
paper we deal with an application of $\Gamma$-semigroups techniques to the
Green's Theorem in an attempt to show the way we pass from semigroups to
$\Gamma$-semigroups.
"
20084,"  The remarkably strong chemical adsorption behaviors of nitric oxide on
magnesia (001) film deposited on metal substrate have been investigated by
employing periodic density functional calculations with Van der Waals
corrections. The molybdenum supported magnesia (001) show significantly
enhanced adsorption properties and the nitric oxide is chemisorbed strongly and
preferably trapped in flat adsorption configuration on metal supported oxide
film, due to the substantially large adsorption energies and transformation
barriers. The analysis of Bader charges, projected density of states,
differential charge densities, electron localization function, highest occupied
orbital and particular orbital with largest Mg-NO-Mg bonding coefficients, are
applied to reveal the electronic adsorption properties and characteristics of
bonding between nitric oxide and surface as well as the bonding within the
hybrid structure. The strong chemical binding of nitric oxide on magnesia
deposited on molybdenum slab offers new opportunities for toxic gas detection
and treatment. We anticipate that hybrid structure promoted remarkable chemical
adsorption of nitric oxide on magnesia in this study will provide versatile
strategy for enhancing chemical reactivity and properties of insulating oxide.
"
14776,"  We prove the superhedging duality for a discrete-time financial market with
proportional transaction costs under portfolio constraints and model
uncertainty. Frictions are modeled through solvency cones as in the original
model of [Kabanov, Y., Hedging and liquidation under transaction costs in
currency markets. Fin. Stoch., 3(2):237-248, 1999] adapted to the quasi-sure
setup of [Bouchard, B. and Nutz, M., Arbitrage and duality in nondominated
discrete-time models. Ann. Appl. Probab., 25(2):823-859, 2015]. Our results
hold under the condition of No Strict Arbitrage and under the efficient
friction hypothesis.
"
7792,"  We present a complete resolution of the Abraham-Minkowski controversy . This
is done by considering several new aspects which invalidate previous
discussions. We show that: 1)For polarized matter the center of mass theorem is
no longer valid in its usual form. A contribution related to microscopic spin
should be considered. 2)The electromagnetic dipolar energy density contributes
to the inertia of matter and should be incorporated covariantly to the the
energy-momentum tensor of matter. Then there is an electromagnetic component in
matter's momentum density whose variation explains the results of the only
experiment which supports Abraham's force. 3)Averaging the microscopic
Lorentz's force results in the unambiguos expression for the force density
exerted by the field. This force density is consistent with all the
experimental evidence. 4)Momentum conservation determines the electromagnetic
energy-momentum tensor. This tensor is different from Abraham's and Minkowski's
tensors, but one recovers Minkowski's expression for the momentum density. The
energy density is different from Poynting's expression but Poynting's vector
remains the same. Our tensor is non-symmetric which allows the field to exert a
distributed torque on matter. We use our results to discuss momentum and
angular momentum exchange in various situations of physical interest. We find
complete consistency of our equations in the description of the systems
considered. We also show that several alternative expressions of the field
energy-momentum tensor and force-density cannot be successfully used in all our
examples. In particular we verify in two of these examples that the center of
mass and spin introduced by us moves with constant velocity, but that the
standard center of mass does not.
"
